Date,Adj Close,Close,Volume
2021-04-30,251.1182861328125,252.17999267578125,30945100.0
2021-05-01,250.9589614868164,252.17999267578125,30945100.0
2021-05-02,250.87929916381836,252.17999267578125,30945100.0
2021-05-03,250.7996368408203,251.8600006103516,19626600.0
2021-05-04,246.7467803955078,247.7899932861328,32756100.0
2021-05-05,245.4323272705078,246.47000122070312,21901300.0
2021-05-06,248.67860412597656,249.72999572753903,26491100.0
2021-05-07,251.3971099853516,252.4600067138672,27032900.0
2021-05-08,248.76822662353516,252.4600067138672,27032900.0
2021-05-09,247.45378494262695,252.4600067138672,27032900.0
2021-05-10,246.13934326171875,247.17999267578125,29299900.0
2021-05-11,245.19332885742188,246.22999572753903,33641600.0
2021-05-12,237.9937896728516,239.0,36684400.0
2021-05-13,242.00680541992188,243.02999877929688,29624300.0
2021-05-14,247.10525512695312,248.1499938964844,23901100.0
2021-05-15,245.6265106201172,248.1499938964844,23901100.0
2021-05-16,244.88713836669922,248.1499938964844,23901100.0
2021-05-17,244.14776611328125,245.17999267578125,24970200.0
2021-05-18,242.05661010742188,243.0800018310547,20168000.0
2021-05-19,242.65545654296875,243.1199951171875,25739800.0
2021-05-20,246.009033203125,246.47999572753903,21800700.0
2021-05-21,244.7015380859375,245.1699981689453,21863100.0
2021-05-22,247.50118255615234,245.1699981689453,21863100.0
2021-05-23,248.90100479125977,245.1699981689453,21863100.0
2021-05-24,250.3008270263672,250.77999877929688,21411500.0
2021-05-25,251.2390289306641,251.72000122070312,17704300.0
2021-05-26,251.0094757080078,251.4900054931641,17771600.0
2021-05-27,248.8336334228516,249.30999755859372,24426200.0
2021-05-28,249.20291137695312,249.67999267578125,18270200.0
2021-05-29,248.0650939941406,249.67999267578125,18270200.0
2021-05-30,247.49618530273432,249.67999267578125,18270200.0
2021-05-31,247.2117309570312,249.67999267578125,18270200.0
2021-06-01,246.92727661132807,247.3999938964844,23213300.0
2021-06-02,246.8274688720703,247.3000030517578,19406700.0
2021-06-03,245.2405242919922,245.7100067138672,25307700.0
2021-06-04,250.310791015625,250.7899932861328,25281100.0
2021-06-05,251.81790924072266,250.7899932861328,25281100.0
2021-06-06,252.57146835327148,250.7899932861328,25281100.0
2021-06-07,253.3250274658203,253.80999755859372,23079200.0
2021-06-08,252.08741760253903,252.57000732421875,22455000.0
2021-06-09,253.1054534912109,253.58999633789065,17937600.0
2021-06-10,256.7484741210937,257.239990234375,24563600.0
2021-06-11,257.3972473144531,257.8900146484375,18999700.0
2021-06-12,258.3953399658203,257.8900146484375,18999700.0
2021-06-13,258.8943862915039,257.8900146484375,18999700.0
2021-06-14,259.3934326171875,259.8900146484375,19150500.0
2021-06-15,257.8663330078125,258.3599853515625,18038900.0
2021-06-16,256.8882141113281,257.3800048828125,27220000.0
2021-06-17,260.4014892578125,260.8999938964844,27565500.0
2021-06-18,258.9342956542969,259.42999267578125,37202200.0
2021-06-19,260.53123474121094,259.42999267578125,37202200.0
2021-06-20,261.32970428466797,259.42999267578125,37202200.0
2021-06-21,262.128173828125,262.6300048828125,26696100.0
2021-06-22,265.002685546875,265.510009765625,24694100.0
2021-06-23,264.7631225585937,265.2699890136719,19518700.0
2021-06-24,266.180419921875,266.69000244140625,21446900.0
2021-06-25,264.5136108398437,265.0199890136719,25611100.0
2021-06-26,266.3600769042969,265.0199890136719,25611100.0
2021-06-27,267.28330993652344,265.0199890136719,25611100.0
2021-06-28,268.20654296875,268.7200012207031,19590000.0
2021-06-29,270.88140869140625,271.3999938964844,19937800.0
2021-06-30,270.38238525390625,270.8999938964844,21656500.0
2021-07-01,271.0810546875,271.6000061035156,16725300.0
2021-07-02,277.1194763183594,277.6499938964844,26458000.0
2021-07-03,277.1244659423828,277.6499938964844,26458000.0
2021-07-04,277.12696075439453,277.6499938964844,26458000.0
2021-07-05,277.1282081604004,277.6499938964844,26458000.0
2021-07-06,277.12945556640625,277.6600036621094,31565600.0
2021-07-07,279.3951110839844,279.92999267578125,23260000.0
2021-07-08,276.8899230957031,277.4200134277344,24618600.0
2021-07-09,277.408935546875,277.94000244140625,23916700.0
2021-07-10,277.0995330810547,277.94000244140625,23916700.0
2021-07-11,276.94483184814453,277.94000244140625,23916700.0
2021-07-12,276.7901306152344,277.32000732421875,18931700.0
2021-07-13,280.443115234375,280.9800109863281,26120100.0
2021-07-14,281.97021484375,282.510009765625,23113700.0
2021-07-15,280.4930114746094,281.0299987792969,22604200.0
2021-07-16,280.21356201171875,280.75,26186800.0
2021-07-17,278.3471374511719,280.75,26186800.0
2021-07-18,277.41392517089844,280.75,26186800.0
2021-07-19,276.480712890625,277.010009765625,32935600.0
2021-07-20,278.7862854003906,279.32000732421875,26259700.0
2021-07-21,280.8623046875,281.3999938964844,24364300.0
2021-07-22,285.59326171875,286.1400146484375,23384100.0
2021-07-23,289.11651611328125,289.6700134277344,22768100.0
2021-07-24,288.8070983886719,289.6700134277344,22768100.0
2021-07-25,288.6523895263672,289.6700134277344,22768100.0
2021-07-26,288.4976806640625,289.04998779296875,23176100.0
2021-07-27,285.99249267578125,286.5400085449219,33604100.0
2021-07-28,285.673095703125,286.2200012207031,33566900.0
2021-07-29,285.9525756835937,286.5,18168300.0
2021-07-30,284.3656005859375,284.9100036621094,20940900.0
2021-07-31,284.32069396972656,284.9100036621094,20940900.0
2021-08-01,284.2982406616211,284.9100036621094,20940900.0
2021-08-02,284.2757873535156,284.82000732421875,16267400.0
2021-08-03,286.5713806152344,287.1199951171875,17879000.0
2021-08-04,285.9625549316406,286.510009765625,16191300.0
2021-08-05,288.966796875,289.5199890136719,13900200.0
2021-08-06,288.90692138671875,289.4599914550781,16585200.0
2021-08-07,288.3429870605469,289.4599914550781,16585200.0
2021-08-08,288.06101989746094,289.4599914550781,16585200.0
2021-08-09,287.779052734375,288.3299865722656,16117600.0
2021-08-10,285.8927001953125,286.44000244140625,18616600.0
2021-08-11,286.4017333984375,286.95001220703125,13955900.0
2021-08-12,289.2562561035156,289.8099975585937,14561300.0
2021-08-13,292.2904357910156,292.8500061035156,18231400.0
2021-08-14,293.1637725830078,292.8500061035156,18231400.0
2021-08-15,293.6004409790039,292.8500061035156,18231400.0
2021-08-16,294.037109375,294.6000061035156,22507600.0
2021-08-17,292.5199890136719,293.0799865722656,20075300.0
2021-08-18,290.7300109863281,290.7300109863281,21813000.0
2021-08-19,296.7699890136719,296.7699890136719,29850500.0
2021-08-20,304.3599853515625,304.3599853515625,40796100.0
2021-08-21,304.50498962402344,304.3599853515625,40796100.0
2021-08-22,304.5774917602539,304.3599853515625,40796100.0
2021-08-23,304.6499938964844,304.6499938964844,22830200.0
2021-08-24,302.6199951171875,302.6199951171875,18175800.0
2021-08-25,302.010009765625,302.010009765625,20006100.0
2021-08-26,299.0899963378906,299.0899963378906,17666100.0
2021-08-27,299.7200012207031,299.7200012207031,22597000.0
2021-08-28,301.6549987792969,299.7200012207031,22597000.0
2021-08-29,302.62249755859375,299.7200012207031,22597000.0
2021-08-30,303.5899963378906,303.5899963378906,16348100.0
2021-08-31,301.8800048828125,301.8800048828125,26285300.0
2021-09-01,301.8299865722656,301.8299865722656,18983800.0
2021-09-02,301.1499938964844,301.1499938964844,16285600.0
2021-09-03,301.1400146484375,301.1400146484375,14747900.0
2021-09-04,300.6600036621094,301.1400146484375,14747900.0
2021-09-05,300.4199981689453,301.1400146484375,14747900.0
2021-09-06,300.2999954223633,301.1400146484375,14747900.0
2021-09-07,300.17999267578125,300.17999267578125,17180400.0
2021-09-08,300.2099914550781,300.2099914550781,15046800.0
2021-09-09,297.25,297.25,19927000.0
2021-09-10,295.7099914550781,295.7099914550781,19619400.0
2021-09-11,296.34999084472656,295.7099914550781,19619400.0
2021-09-12,296.6699905395508,295.7099914550781,19619400.0
2021-09-13,296.989990234375,296.989990234375,23652900.0
2021-09-14,299.7900085449219,299.7900085449219,21853400.0
2021-09-15,304.82000732421875,304.82000732421875,28356300.0
2021-09-16,305.2200012207031,305.2200012207031,19550800.0
2021-09-17,299.8699951171875,299.8699951171875,41372500.0
2021-09-18,297.0849914550781,299.8699951171875,41372500.0
2021-09-19,295.69248962402344,299.8699951171875,41372500.0
2021-09-20,294.29998779296875,294.29998779296875,38278700.0
2021-09-21,294.79998779296875,294.79998779296875,22364100.0
2021-09-22,298.5799865722656,298.5799865722656,26626300.0
2021-09-23,299.5599975585937,299.5599975585937,18604600.0
2021-09-24,299.3500061035156,299.3500061035156,14999000.0
2021-09-25,296.760009765625,299.3500061035156,14999000.0
2021-09-26,295.4650115966797,299.3500061035156,14999000.0
2021-09-27,294.1700134277344,294.1700134277344,23571700.0
2021-09-28,283.5199890136719,283.5199890136719,43186200.0
2021-09-29,284.0,284.0,26353700.0
